Package,Class,Lines of Code,Cyclomatic Complexity,Weighted Methods per Class,Depth of Inheritance Tree,Number of Children,Coupling between Objects,Response for Class,Lack of Cohesion of Methods
org::eclipse::jdt::core::dom::MethodDeclaration,org::eclipse::jdt::core::dom::BodyDeclaration,597,74,74,3,0,20,92,148
org::eclipse::jdt::internal::core::search::processing::JobManager.run()::ProgressJob,org::eclipse::core::runtime::jobs::Job,20,4,4,1,0,11,14,0
org::eclipse::jdt::core::dom::NodeEventHandler,java::lang::Object,152,11,11,1,1,3,10,0
org::eclipse::jdt::internal::compiler::ast::Block,org::eclipse::jdt::internal::compiler::ast::Statement,108,29,29,3,0,8,26,8
org::eclipse::jdt::internal::eval::Evaluator,java::lang::Object,135,7,7,1,2,18,20,0
org::eclipse::jdt::internal::compiler::ast::JavadocReturnStatement,org::eclipse::jdt::internal::compiler::ast::ReturnStatement,33,8,8,4,0,10,17,6
org::eclipse::jdt::internal::compiler::parser::RecoveredElement,java::lang::Object,229,67,67,1,6,19,39,298
org::eclipse::jdt::internal::core::ClasspathChange,java::lang::Object,469,99,99,1,0,40,94,0
org::eclipse::jdt::internal::codeassist::MissingTypesGuesser,org::eclipse::jdt::internal::compiler::ASTVisitor,422,78,78,2,0,27,51,0
org::eclipse::jdt::internal::core::search::JavaWorkspaceScope,org::eclipse::jdt::internal::core::search::AbstractJavaSearchScope,166,38,38,3,0,25,45,35
org::eclipse::jdt::internal::compiler::codegen::StackMapFrameCodeStream::StackDepthMarker,java::lang::Object,21,4,4,1,0,3,8,0
org::eclipse::jdt::internal::core::jdom::DOMImport,org::eclipse::jdt::internal::core::jdom::DOMNode,142,18,18,3,0,9,30,26
org::eclipse::jdt::internal::compiler::flow::LabelFlowContext,org::eclipse::jdt::internal::compiler::flow::SwitchFlowContext,23,6,6,3,0,6,9,0
org::eclipse::jdt::core::search::TypeParameterReferenceMatch,org::eclipse::jdt::core::search::SearchMatch,16,1,1,2,0,3,2,0
org::eclipse::jdt::internal::compiler::ast::AbstractVariableDeclaration,org::eclipse::jdt::internal::compiler::lookup::InvocationSite,64,18,18,3,3,9,19,54
org::eclipse::jdt::internal::core::util::ClassFileAttribute,org::eclipse::jdt::core::util::IClassFileAttribute,24,5,5,2,17,4,9,3
org::eclipse::jdt::internal::eval::CodeSnippetSkeleton,org::eclipse::jdt::internal::eval::EvaluationConstants,75,23,23,3,0,11,27,231
org::eclipse::jdt::internal::core::hierarchy::IndexBasedHierarchyBuilder,org::eclipse::jdt::internal::compiler::util::SuffixConstants,451,59,59,2,0,50,97,1
org::eclipse::jdt::internal::core::DeltaProcessor,java::lang::Object,647,127,127,1,0,50,135,26
org::eclipse::jdt::internal::compiler::lookup::BinaryTypeBinding,org::eclipse::jdt::internal::compiler::lookup::ReferenceBinding,647,127,127,4,1,40,135,219
org::eclipse::jdt::internal::core::util::LRUCache::LRUCacheEntry,java::lang::Object,16,2,2,1,0,2,1,0
org::eclipse::jdt::internal::core::search::matching::JavaSearchNameEnvironment,org::eclipse::jdt::internal::compiler::util::SuffixConstants,150,34,34,1,0,27,45,9
org::eclipse::jdt::internal::core::builder::StringSet,java::lang::Object,56,19,19,1,0,2,8,0
org::eclipse::jdt::core::dom::Javadoc,org::eclipse::jdt::core::dom::Comment,191,29,29,3,0,15,45,5
org::eclipse::jdt::core::dom::RecoveredVariableBinding,java::lang::Object,87,26,26,2,0,13,37,150
org::eclipse::jdt::internal::core::search::JavaSearchTypeNameMatch,org::eclipse::jdt::core::search::TypeNameMatch,48,13,13,2,0,2,12,6
org::eclipse::jdt::core::dom::ConditionalExpression,org::eclipse::jdt::core::dom::Expression,218,33,33,3,0,10,39,18
org::eclipse::jdt::internal::core::CreateTypeOperation,org::eclipse::jdt::internal::core::CreateTypeMemberOperation,78,16,16,4,0,13,21,0
org::eclipse::jdt::core::JavaCore,org::eclipse::core::runtime::Plugin,647,127,127,1,0,50,135,2994
org::eclipse::jdt::core::dom::ChildListPropertyDescriptor,org::eclipse::jdt::core::dom::StructuralPropertyDescriptor,53,4,4,2,0,3,4,1
org::eclipse::jdt::core::dom::MemberValuePair,org::eclipse::jdt::core::dom::ASTNode,176,27,27,2,0,13,42,13
com.nostra13.universalimageloader.cache.disc,DiskCache.java,15,7,7,0,2,1,7,0
com.nostra13.universalimageloader.cache.disc.impl,LimitedAgeDiskCache.java,71,10,10,2,0,1,21,5
com.nostra13.universalimageloader.cache.disc.impl,UnlimitedDiskCache.java,14,3,3,2,0,1,3,0
com.nostra13.universalimageloader.cache.disc.impl,BaseDiskCache.java,123,24,24,1,2,1,26,8
com.nostra13.universalimageloader.cache.disc.impl.ext,DiskLruCache.java,647,127,127,3,0,2,107,25
com.nostra13.universalimageloader.cache.disc.impl.ext,LruDiskCache.java,169,48,123,1,0,1,36,12
com.nostra13.universalimageloader.cache.disc.impl.ext,StrictLineReader.java,94,11,11,1,0,1,8,4
com.nostra13.universalimageloader.cache.disc.impl.ext,Util.java,53,5,5,1,0,1,5,0
com.nostra13.universalimageloader.cache.disc.naming,FileNameGenerator.java,4,1,1,0,2,1,1,0
com.nostra13.universalimageloader.cache.disc.naming,HashCodeFileNameGenerator.java,6,1,1,1,0,1,1,0
com.nostra13.universalimageloader.cache.disc.naming,Md5FileNameGenerator.java,26,3,4,1,0,1,3,2
com.nostra13.universalimageloader.cache.memory,LimitedMemoryCache.java,59,7,7,2,4,1,15,5
com.nostra13.universalimageloader.cache.memory,BaseMemoryCache.java,32,6,6,1,2,1,12,0
com.nostra13.universalimageloader.cache.memory,MemoryCache.java,10,5,5,0,4,1,5,0
com.nostra13.universalimageloader.cache.memory.impl,LimitedAgeMemoryCache.java,42,9,9,1,0,1,12,6
com.nostra13.universalimageloader.cache.memory.impl,UsingFreqLimitedMemoryCache.java,74,9,9,3,0,1,17,0
com.nostra13.universalimageloader.cache.memory.impl,FuzzyKeyMemoryCache.java,40,6,6,1,0,1,13,6
com.nostra13.universalimageloader.cache.memory.impl,LruMemoryCache.java,89,10,10,1,0,1,20,7
com.nostra13.universalimageloader.cache.memory.impl,WeakMemoryCache.java,10,1,1,2,0,1,1,0
com.nostra13.universalimageloader.cache.memory.impl,FIFOLimitedMemoryCache.java,43,8,8,3,0,1,11,0
com.nostra13.universalimageloader.cache.memory.impl,LRULimitedMemoryCache.java,57,9,9,3,0,1,15,5
com.nostra13.universalimageloader.cache.memory.impl,LargestLimitedMemoryCache.java,64,8,8,3,0,1,12,0
com.nostra13.universalimageloader.core,ImageLoadingInfo.java,26,1,1,1,0,1,1,0
com.nostra13.universalimageloader.core,DisplayImageOptions.java,270,53,51,1,0,1,26,23
com.nostra13.universalimageloader.core,DefaultConfigurationFactory.java,118,18,17,1,0,1,20,0
com.nostra13.universalimageloader.core,ImageLoaderEngine.java,126,25,25,1,0,1,30,18
com.nostra13.universalimageloader.core,DisplayBitmapTask.java,50,4,4,1,0,1,4,3
com.nostra13.universalimageloader.core,LoadAndDisplayImageTask.java,390,47,108,3,0,1,64,19
com.nostra13.universalimageloader.core,ImageLoader.java,306,127,127,2,0,7,135,20
com.nostra13.universalimageloader.core,ProcessAndDisplayImageTask.java,27,2,2,1,0,1,3,2
com.nostra13.universalimageloader.core,ImageLoaderConfiguration.java,335,60,35,1,0,1,3,2
com.nostra13.universalimageloader.core.assist,LoadedFrom.java,2,0,0,2,0,1,0,0
com.nostra13.universalimageloader.core.assist,ContentLengthInputStream.java,38,16,16,2,0,1,28,8
com.nostra13.universalimageloader.core.assist,FailReason.java,16,3,3,2,0,1,3,3
com.nostra13.universalimageloader.core.assist,ImageScaleType.java,2,0,0,2,0,1,0,0
com.nostra13.universalimageloader.core.assist,FlushedInputStream.java,26,2,2,3,0,1,3,0
com.nostra13.universalimageloader.core.assist,ImageSize.java,36,9,9,1,0,3,13,6
com.nostra13.universalimageloader.core.assist,QueueProcessingType.java,2,0,0,2,0,1,0,0
com.nostra13.universalimageloader.core.assist,ViewScaleType.java,19,1,1,2,0,1,0,0
com.nostra13.universalimageloader.core.assist.deque,LinkedBlockingDeque.java,616,127,127,2,0,1,135,27
com.nostra13.universalimageloader.core.assist.deque,BlockingDeque.java,36,29,29,0,1,1,29,0
com.nostra13.universalimageloader.core.assist.deque,Deque.java,36,27,27,0,1,1,27,0
com.nostra13.universalimageloader.core.assist.deque,LIFOLinkedBlockingDeque.java,11,2,2,4,0,1,4,0
com.nostra13.universalimageloader.core.decode,ImageDecodingInfo.java,86,15,15,1,0,1,21,11
com.nostra13.universalimageloader.core.decode,BaseImageDecoder.java,185,29,35,1,0,1,19,4
com.nostra13.universalimageloader.core.decode,ImageDecoder.java,6,1,1,0,1,1,1,0
com.nostra13.universalimageloader.core.display,CircleBitmapDisplayer.java,94,14,11,0,0,1,4,2
com.nostra13.universalimageloader.core.display,BitmapDisplayer.java,7,1,1,0,5,1,1,0
com.nostra13.universalimageloader.core.display,FadeInBitmapDisplayer.java,37,10,10,1,0,1,6,3
com.nostra13.universalimageloader.core.display,RoundedBitmapDisplayer.java,60,10,10,0,1,1,3,2
com.nostra13.universalimageloader.core.display,SimpleBitmapDisplayer.java,9,1,1,1,0,1,1,0
com.nostra13.universalimageloader.core.display,RoundedVignetteBitmapDisplayer.java,29,5,5,1,0,1,2,0
com.nostra13.universalimageloader.core.download,BaseImageDownloader.java,163,23,30,1,3,1,28,10
com.nostra13.universalimageloader.core.download,ImageDownloader.java,37,6,6,2,0,1,1,0
com.nostra13.universalimageloader.core.imageaware,ImageViewAware.java,56,9,9,2,0,1,12,0
com.nostra13.universalimageloader.core.imageaware,ViewAware.java,91,14,14,1,1,1,18,8
com.nostra13.universalimageloader.core.imageaware,NonViewAware.java,46,12,12,1,0,1,12,5
com.nostra13.universalimageloader.core.imageaware,ImageAware.java,15,8,8,0,2,1,8,0
com.nostra13.universalimageloader.core.listener,ImageLoadingListener.java,10,4,4,0,1,1,4,0
com.nostra13.universalimageloader.core.listener,SimpleImageLoadingListener.java,14,4,4,1,6,1,4,0
com.nostra13.universalimageloader.core.listener,ImageLoadingProgressListener.java,5,1,1,0,1,1,1,0
com.nostra13.universalimageloader.core.listener,PauseOnScrollListener.java,46,4,4,1,0,1,7,3
com.nostra13.universalimageloader.core.process,BitmapProcessor.java,6,1,1,0,0,1,1,0
com.nostra13.universalimageloader.utils,L.java,58,16,16,1,0,12,82,6
com.nostra13.universalimageloader.utils,StorageUtils.java,95,47,50,1,0,1,19,2
com.nostra13.universalimageloader.utils,DiskCacheUtils.java,15,3,3,1,0,1,3,0
com.nostra13.universalimageloader.utils,ImageSizeUtils.java,119,20,20,1,0,1,7,2
com.nostra13.universalimageloader.utils,IoUtils.java,66,15,19,0,1,1,10,3
com.nostra13.universalimageloader.utils,MemoryCacheUtils.java,56,6,6,1,0,1,6,2
com.nostra13.universalimageloader.core.assist,ImageSizeTest.java,131,9,9,0,0,1,7,5
com.nostra13.universalimageloader.core.download,BaseImageDownloaderTest.java,50,7,7,1,0,1,7,0
com.nostra13.universalimageloader.sample,UILApplication.java,30,3,3,0,0,1,4,0
com.nostra13.universalimageloader.sample,Constants.java,13,1,1,1,0,1,1,0
com.nostra13.universalimageloader.sample.activity,SimpleImageActivity.java,57,1,1,0,0,1,2,0
com.nostra13.universalimageloader.sample.activity,HomeActivity.java,100,11,11,0,0,1,13,0
com.nostra13.universalimageloader.sample.activity,ComplexImageActivity.java,57,6,6,0,0,1,3,2
com.nostra13.universalimageloader.sample.ext,OkHttpImageDownloader.java,23,2,2,2,0,1,2,0
com.nostra13.universalimageloader.sample.ext,HttpClientImageDownloader.java,24,2,2,2,0,1,2,0
com.nostra13.universalimageloader.sample.ext,OldRoundedBitmapDisplayer.java,146,10,12,1,0,1,6,0
com.nostra13.universalimageloader.sample.ext,BrokenJpegImageDecoder.java,37,4,4,2,0,1,2,0
com.nostra13.universalimageloader.sample.ext,Base64ImageDownloader.java,31,4,4,2,0,1,6,2
com.nostra13.universalimageloader.sample.fragment,ImageGridFragment.java,91,8,6,1,0,1,1,0
com.nostra13.universalimageloader.sample.fragment,AbsListViewBaseFragment.java,54,5,5,1,2,1,9,3
com.nostra13.universalimageloader.sample.fragment,ImageGalleryFragment.java,66,8,7,0,0,1,3,0
com.nostra13.universalimageloader.sample.fragment,ImagePagerFragment.java,93,8,8,0,0,1,1,0
com.nostra13.universalimageloader.sample.fragment,BaseFragment.java,29,3,3,0,3,1,4,0
com.nostra13.universalimageloader.sample.fragment,ImageListFragment.java,97,10,8,2,0,1,3,0
com.nostra13.universalimageloader.sample.widget,UILWidgetProvider.java,46,3,3,0,0,1,4,0
org.greenrobot.eventbus,EventBusBuilder.java,120,23,27,1,0,1,32,14
org.greenrobot.eventbus,EventBusException.java,13,3,3,4,0,1,3,0
org.greenrobot.eventbus,PendingPostQueue.java,37,10,10,1,0,1,6,2
org.greenrobot.eventbus,Subscription.java,23,4,4,1,0,2,6,3
org.greenrobot.eventbus,MainThreadSupport.java,18,5,5,1,0,1,2,0
org.greenrobot.eventbus,ThreadMode.java,2,0,0,2,0,1,0,0
org.greenrobot.eventbus,HandlerPoster.java,59,4,4,0,0,1,4,3
org.greenrobot.eventbus,SubscriberExceptionEvent.java,13,1,1,1,0,1,1,0
org.greenrobot.eventbus,Poster.java,4,1,1,0,3,1,1,0
org.greenrobot.eventbus,Subscribe.java,10,3,3,0,0,1,0,0
org.greenrobot.eventbus,Logger.java,42,10,9,1,0,1,2,0
org.greenrobot.eventbus,BackgroundPoster.java,46,4,4,1,0,1,4,3
org.greenrobot.eventbus,NoSubscriberEvent.java,9,1,1,1,0,1,1,0
org.greenrobot.eventbus,AsyncPoster.java,21,4,4,1,0,1,4,3
org.greenrobot.eventbus,EventBus.java,429,52,64,0,0,8,91,24
org.greenrobot.eventbus,PendingPost.java,36,3,3,1,0,3,4,3
org.greenrobot.eventbus,SubscriberMethodFinder.java,232,30,31,1,0,1,21,7
org.greenrobot.eventbus,SubscriberMethod.java,43,5,5,1,0,2,8,4
org.greenrobot.eventbus.android,AndroidLogger.java,53,8,8,1,0,1,7,3
org.greenrobot.eventbus.meta,SubscriberMethodInfo.java,22,3,3,1,0,1,3,1
org.greenrobot.eventbus.meta,SubscriberInfoIndex.java,4,1,1,0,2,1,1,0
org.greenrobot.eventbus.meta,SimpleSubscriberInfo.java,18,2,2,2,0,1,2,0
org.greenrobot.eventbus.meta,SubscriberInfo.java,8,4,4,0,1,1,4,0
org.greenrobot.eventbus.meta,AbstractSubscriberInfo.java,50,19,25,1,1,1,15,5
org.greenrobot.eventbus.util,ErrorDialogConfig.java,53,10,10,1,0,1,10,9
org.greenrobot.eventbus.util,ErrorDialogFragmentFactory.java,69,19,19,2,0,1,8,0
org.greenrobot.eventbus.util,AsyncExecutor.java,90,14,14,0,0,1,6,2
org.greenrobot.eventbus.util,ErrorDialogFragments.java,59,12,10,0,0,1,2,2
org.greenrobot.eventbus.util,ExceptionToResourceMapping.java,54,4,4,1,0,1,6,0
org.greenrobot.eventbus.util,ThrowableFailureEvent.java,26,6,6,1,0,1,6,5
org.greenrobot.eventbus.util,ErrorDialogManager.java,182,62,34,0,0,1,24,2
org.greenrobot.eventbus.util,HasExecutionScope.java,5,2,2,0,1,1,2,0
org.greenrobot.eventbus.annotationprocessor,EventBusAnnotationProcessor.java,377,28,56,2,0,2,46,5
org.greenrobot.eventbusperf,TestEvent.java,3,0,0,1,0,1,0,0
org.greenrobot.eventbusperf,Test.java,41,9,9,1,2,2,11,6
org.greenrobot.eventbusperf,TestSetupActivity.java,78,7,7,0,0,1,6,1
org.greenrobot.eventbusperf,TestParams.java,63,16,16,1,0,1,16,16
org.greenrobot.eventbusperf,TestRunnerActivity.java,65,10,10,0,0,1,9,5
org.greenrobot.eventbusperf,TestFinishedEvent.java,9,1,1,1,0,1,1,0
org.greenrobot.eventbusperf,TestRunner.java,57,4,4,2,0,1,7,4
org.greenrobot.eventbusperf.testsubject,PerfTestOtto.java,173,34,28,0,0,2,5,4
org.greenrobot.eventbusperf.testsubject,PerfTestEventBus.java,238,51,45,1,0,2,8,4
org.greenrobot.eventbusperf.testsubject,SubscribeClassEventBusDefault.java,22,7,7,1,0,1,7,0
org.greenrobot.eventbus,EventBusAndroidCancelEventDeliveryTest.java,17,1,1,3,0,1,1,0
org.greenrobot.eventbus,EventBusAndroidOrderTest.java,56,7,7,1,0,1,6,4
org.greenrobot.eventbus,EventBusMainThreadRacingTest.java,80,9,8,2,0,2,4,2
org.greenrobot.eventbus,EventBusMainThreadTest.java,27,3,3,3,1,1,3,0
org.greenrobot.eventbus,EventBusMethodModifiersTest.java,29,5,5,3,1,1,5,0
org.greenrobot.eventbus,EventBusBackgroundThreadTest.java,25,3,3,3,1,1,3,0
org.greenrobot.eventbus,TestBackgroundPoster.java,63,5,5,2,0,1,9,5
org.greenrobot.eventbus,ClassMapPerfTest.java,29,3,3,1,0,1,3,3
org.greenrobot.eventbus,AbstractAndroidEventBusTest.java,36,7,7,0,0,1,4,0
org.greenrobot.eventbus,EventBusAndroidMultithreadedTest.java,62,9,8,2,0,1,1,0
org.greenrobot.eventbus,EventBusAndroidActivityTest.java,31,3,3,0,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusStickyEventTestWithIndex.java,8,1,1,3,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusMainThreadRacingTestWithIndex.java,8,1,1,4,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusRegistrationRacingTestWithIndex.java,8,1,1,3,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusNoSubscriberEventTestWithIndex.java,8,1,1,3,0,1,1,0
org.greenrobot.eventbus.indexed,Indexed.java,9,1,1,1,0,1,2,0
org.greenrobot.eventbus.indexed,EventBusBasicTestWithIndex.java,13,2,2,3,0,1,2,0
org.greenrobot.eventbus.indexed,EventBusCancelEventDeliveryTestWithIndex.java,8,1,1,3,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusOrderedSubscriptionsTestWithIndex.java,8,1,1,3,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusSubscriberExceptionTestWithIndex.java,8,1,1,3,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusSubscriberInJarTestWithIndex.java,10,1,1,2,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusInheritanceTestWithIndex.java,8,1,1,2,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusAndroidOrderTestWithIndex.java,8,1,1,4,0,1,2,0
org.greenrobot.eventbus.indexed,EventBusFallbackToReflectionTestWithIndex.java,8,1,1,3,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusInheritanceDisabledTestWithIndex.java,10,1,1,2,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusMultithreadedTestWithIndex.java,8,1,1,3,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusMethodModifiersTestWithIndex.java,8,1,1,4,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusGenericsTestWithIndex.java,8,1,1,3,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusMainThreadTestWithIndex.java,8,1,1,4,0,1,1,0
org.greenrobot.eventbus.indexed,EventBusBackgroundThreadTestWithIndex.java,13,2,2,4,0,1,2,0
org.greenrobot.eventbus,EventBusInheritanceDisabledTest.java,120,17,17,1,0,1,12,8
org.greenrobot.eventbus,EventBusGenericsTest.java,55,7,7,2,0,1,4,0
org.greenrobot.eventbus,EventBusStickyEventTest.java,131,19,19,1,0,1,15,0
org.greenrobot.eventbus,EventBusInheritanceSubclassNoMethodTest.java,3,0,0,2,0,1,0,0
org.greenrobot.eventbus,EventBusBuilderTest.java,62,11,22,1,0,1,5,0
org.greenrobot.eventbus,AbstractEventBusTest.java,83,15,24,1,14,1,15,6
org.greenrobot.eventbus,EventBusSubscriberExceptionTest.java,35,5,5,1,0,1,6,0
org.greenrobot.eventbus,EventBusFallbackToReflectionTest.java,97,14,14,2,0,1,7,0
org.greenrobot.eventbus,EventBusInheritanceTest.java,120,17,17,1,0,1,12,8
org.greenrobot.eventbus,EventBusInheritanceDisabledSubclassTest.java,10,2,2,2,0,1,2,0
org.greenrobot.eventbus,EventBusRegistrationRacingTest.java,64,6,4,1,0,1,3,2
org.greenrobot.eventbus,EventBusBasicTest.java,205,38,46,1,0,3,22,11
org.greenrobot.eventbus,EventBusCancelEventDeliveryTest.java,91,18,16,1,0,1,4,0
org.greenrobot.eventbus,EventBusIndexTest.java,28,2,2,1,0,2,3,0
org.greenrobot.eventbus,EventBusSubscriberInJarTest.java,14,1,1,1,1,1,1,0
org.greenrobot.eventbus,EventBusInheritanceDisabledSubclassNoMethod.java,3,0,0,2,0,1,0,0
org.greenrobot.eventbus,EventBusInheritanceSubclassTest.java,10,2,2,2,0,1,2,0
